Model,Trial,Mean_Score,Std_Score,Best_Params
GradientBoosting,3,0.9677717345365409,0.0025787879780922187,"{'n_estimators': 281, 'max_depth': 10, 'learning_rate': 0.02347061968879934, 'subsample': 0.8430179407605753, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'random_state': 42}"
GradientBoosting,4,0.9682575499223219,0.0022600885908388257,"{'n_estimators': 187, 'max_depth': 4, 'learning_rate': 0.2084275776885255, 'subsample': 0.7760609974958406, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'log2', 'random_state': 42}"
GradientBoosting,5,0.9643167251073356,0.0022584146230873515,"{'n_estimators': 348, 'max_depth': 7, 'learning_rate': 0.16081972614156514, 'subsample': 0.8186841117373118, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 'log2', 'random_state': 42}"
GradientBoosting,6,0.9641006986647545,0.0014161960706939476,"{'n_estimators': 319, 'max_depth': 14, 'learning_rate': 0.03566282559505665, 'subsample': 0.6783931449676581, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': None, 'random_state': 42}"
GradientBoosting,7,0.9660442516825374,0.002588747741414524,"{'n_estimators': 210, 'max_depth': 6, 'learning_rate': 0.16738186411589207, 'subsample': 0.6563696899899051, 'min_samples_split': 17, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_state': 42}"
GradientBoosting,8,0.9624271823436311,0.001302807516067986,"{'n_estimators': 52, 'max_depth': 13, 'learning_rate': 0.21498862971580895, 'subsample': 0.8916028672163949, 'min_samples_split': 16, 'min_samples_leaf': 1, 'max_features': None, 'random_state': 42}"
GradientBoosting,9,0.9685814657094637,0.0020786382228525314,"{'n_estimators': 331, 'max_depth': 7, 'learning_rate': 0.028431921582946856, 'subsample': 0.7243929286862649, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 'log2', 'random_state': 42}"
GradientBoosting,10,0.9621032811302221,0.0011120498949074285,"{'n_estimators': 481, 'max_depth': 10, 'learning_rate': 0.08352420042640701, 'subsample': 0.7387403565626487, 'min_samples_split': 11, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'random_state': 42}"
GradientBoosting,11,0.9686354468160765,0.0021051443050096427,"{'n_estimators': 98, 'max_depth': 3, 'learning_rate': 0.10431534693891399, 'subsample': 0.7497274071135787, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 'log2', 'random_state': 42}"
GradientBoosting,12,0.9681495294141651,0.0021100370525284147,"{'n_estimators': 91, 'max_depth': 8, 'learning_rate': 0.09947092653571368, 'subsample': 0.7311784990122375, 'min_samples_split': 11, 'min_samples_leaf': 8, 'max_features': 'log2', 'random_state': 42}"
GradientBoosting,13,0.9683655121355474,0.002328743183519329,"{'n_estimators': 439, 'max_depth': 4, 'learning_rate': 0.09449061218379419, 'subsample': 0.7390533721986331, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 'log2', 'random_state': 42}"
GradientBoosting,14,0.9685274700291184,0.0020996983781652098,"{'n_estimators': 134, 'max_depth': 5, 'learning_rate': 0.05564842997877967, 'subsample': 0.6051849418462671, 'min_samples_split': 14, 'min_samples_leaf': 7, 'max_features': 'log2', 'random_state': 42}"
GradientBoosting,15,0.9642087045991786,0.002120736081222787,"{'n_estimators': 151, 'max_depth': 12, 'learning_rate': 0.11233122556041958, 'subsample': 0.7848459033604511, 'min_samples_split': 20, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'random_state': 42}"
GradientBoosting,16,0.9609156822110101,0.0014495917182458479,"{'n_estimators': 400, 'max_depth': 9, 'learning_rate': 0.1327212828664359, 'subsample': 0.6996777732628155, 'min_samples_split': 9, 'min_samples_leaf': 10, 'max_features': 'log2', 'random_state': 42}"
