iter	Logloss
118	0.04129562471
119	0.04106482061
120	0.04045818276
121	0.03968820771
122	0.03925127544
123	0.03899972898
124	0.03858090649
125	0.03843154474
126	0.03823821493
127	0.03766198171
128	0.03742582832
129	0.03715472754
130	0.03696362418
131	0.03654043076
132	0.03632281011
133	0.03614384236
134	0.03597148023
135	0.03581628125
136	0.03550813118
137	0.03524822518
138	0.03480322656
139	0.03471814207
140	0.0346325639
141	0.03444758474
142	0.03396166466
143	0.03380882182
144	0.0336315689
145	0.03347533305
146	0.0333353735
147	0.0331983078
148	0.03308933286
149	0.03285144676
150	0.03239418765
151	0.03225356645
152	0.03196593815
153	0.03158063435
154	0.03141730095
155	0.03134491812
156	0.03127167399
157	0.03123250779
158	0.0311320549
159	0.03101450512
160	0.03092583918
161	0.03061501198
162	0.03045400332
163	0.03042116766
164	0.03018632015
165	0.029911959
166	0.02983136968
167	0.02941514482
168	0.02934869236
169	0.02929081728
170	0.02920288518
171	0.02887923493
172	0.02884811789
173	0.02878898203
174	0.02876746775
175	0.0284222856
176	0.02833310667
177	0.02821705743
178	0.02810805406
179	0.02801419938
180	0.0278963586
181	0.02780567118
182	0.02770609021
183	0.0276441498
184	0.0275990902
185	0.02756310328
186	0.02745012785
187	0.02736665453
188	0.02708899935
189	0.02694598249
190	0.0267767391
191	0.02654249171
192	0.02647782572
193	0.02639679547
194	0.02625081724
195	0.02596422879
196	0.02587708516
197	0.02562503103
198	0.02556006368
199	0.02530146175
200	0.02522598673
201	0.02517998675
202	0.02514985245
203	0.02514023861
204	0.02508359371
205	0.02506287332
206	0.02491565336
207	0.02480202411
208	0.02473153777
209	0.02469317044
210	0.02446203877
211	0.02443735698
212	0.02439295671
213	0.02435537956
214	0.02432742427
215	0.02420945852
216	0.02413466412
217	0.02407025103
218	0.02398407796
219	0.0238953208
220	0.02369174217
221	0.02351832895
222	0.02344523035
223	0.02337110217
224	0.02329564227
225	0.02321007467
226	0.02314970478
227	0.02309398428
228	0.02302812936
229	0.02299536394
230	0.02293275345
231	0.02287425047
232	0.02281289973
233	0.02276058642
234	0.0226798477
235	0.02243608503
236	0.0222438961
237	0.02218929689
238	0.0221396172
239	0.02211149627
240	0.02200224186
241	0.02186148619
242	0.02180283937
243	0.0216528366
244	0.02153554956
245	0.02137269779
246	0.02126761092
247	0.02123031106
248	0.02113980204
249	0.02112193687
250	0.02096525966
251	0.02075913009
252	0.02067616177
253	0.02060466544
254	0.02053692255
255	0.02048410993
256	0.02032764507
257	0.02019884262
258	0.02016062042
259	0.02003153305
260	0.01984571796
261	0.0197167383
262	0.01960297531
263	0.01948063181
264	0.01942979053
265	0.01932429262
266	0.0191870568
267	0.01904117616
268	0.0189766879
269	0.01892462415
270	0.01887591255
271	0.01871144478
272	0.01859367108
273	0.01850869364
274	0.01848363875
275	0.01843972193
276	0.01830088212
277	0.0182284121
278	0.0181839773
279	0.01813979505
280	0.01811877039
281	0.01807371718
282	0.01797065547
283	0.01793124879
284	0.01782585202
285	0.01780375592
286	0.01777562971
287	0.01772016048
288	0.01769541513
289	0.01767041964
290	0.01764984595
291	0.01761743893
292	0.01759082507
293	0.01756358761
294	0.01753520321
295	0.01751218713
296	0.01739051506
297	0.01737040993
298	0.01733979771
299	0.01730662175
300	0.01727740075
301	0.0171434333
302	0.01710883974
303	0.01707516326
304	0.01704549198
305	0.01701406604
306	0.01698429097
307	0.01691922865
308	0.01688624471
309	0.0168620382
310	0.01684102096
311	0.01681859508
312	0.01680161381
313	0.01678809516
314	0.01677856116
315	0.0167563601
316	0.01672666342
317	0.01671557491
318	0.01658162536
319	0.01655374778
